# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LHCB3	AT5G54270	AT5G54270.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LHCB6	AT1G15820	AT1G15820.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LHY	AT1G01060	AT1G01060.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LHY	AT1G01060	AT1G01060.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LHY	AT1G01060	AT1G01060.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LHY	AT1G01060	AT1G01060.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LHY	AT1G01060	AT1G01060.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LIG1	AT1G08130	AT1G08130.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LIG4	AT5G57160	AT5G57160.1	protein_coding	0	2	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0
LIP1	AT5G64813	AT5G64813.1	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LIP1P	AT5G08415	AT5G08415.1	protein_coding	1	1	1	1	0	0	0	0	2	1	0	1	0	1	0	0	0	1
LIP5	AT4G26750	AT4G26750.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LKR/SDH	AT4G33150	AT4G33150.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LKR/SDH	AT4G33150	AT4G33150.2	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LKR/SDH	AT4G33150	AT4G33150.3	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
LLG1	AT5G56170	AT5G56170.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOG1	AT2G28305	AT2G28305.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
LOG2	AT2G35990	AT2G35990.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOG2	AT2G35990	AT2G35990.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOG2	AT2G35990	AT2G35990.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOG7	AT5G06300	AT5G06300.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOG8	AT5G11950	AT5G11950.1	protein_coding	0	1	1	5	0	0	0	2	3	1	0	0	0	0	0	0	1	0
LOG8	AT5G11950	AT5G11950.2	protein_coding	0	1	1	5	0	0	0	2	3	1	0	0	0	0	0	0	1	0
LOI1	AT4G14850	AT4G14850.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LON1	AT5G26860	AT5G26860.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LPA1	AT1G02910	AT1G02910.1	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2
LPAT2	AT3G57650	AT3G57650.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LPAT3	AT1G51260	AT1G51260.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LPAT5	AT3G18850	AT3G18850.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LPAT5	AT3G18850	AT3G18850.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LPAT5	AT3G18850	AT3G18850.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LPAT5	AT3G18850	AT3G18850.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LPAT5	AT3G18850	AT3G18850.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LPD1	AT3G16950	AT3G16950.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LPD1	AT3G16950	AT3G16950.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LPD2	AT4G16155	AT4G16155.1	protein_coding	0	0	1	4	0	0	0	4	0	1	0	0	0	0	0	0	0	0
LPEAT1	AT1G80950	AT1G80950.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LPEAT2	AT2G45670	AT2G45670.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LPEAT2	AT2G45670	AT2G45670.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LPP1	AT2G01180	AT2G01180.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LPP1	AT2G01180	AT2G01180.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LPP2	AT1G15080	AT1G15080.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LPPD	AT3G58490	AT3G58490.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LPPD	AT3G58490	AT3G58490.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LPXA	AT4G29540	AT4G29540.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LPXA	AT4G29540	AT4G29540.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LPXD2	AT4G21220	AT4G21220.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LQY1	AT1G75690	AT1G75690.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LRR-RLK	AT3G14840	AT3G14840.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LRR-RLK	AT3G14840	AT3G14840.2	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
LRS1	AT3G05090	AT3G05090.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRS1	AT3G05090	AT3G05090.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRX1	AT1G12040	AT1G12040.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LRX2	AT1G62440	AT1G62440.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LSD1	AT4G20380	AT4G20380.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.4	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.5	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.6	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.7	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSD1	AT4G20380	AT4G20380.8	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSG1-1	AT2G27200	AT2G27200.1	protein_coding	1	2	0	1	0	0	0	1	3	0	0	0	1	2	0	0	0	0
LSG1-2	AT1G08410	AT1G08410.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LSH2	AT3G04510	AT3G04510.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LSH5	AT5G58500	AT5G58500.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LSH6	AT1G07090	AT1G07090.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LSH7	AT1G78815	AT1G78815.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LSH9	AT4G18610	AT4G18610.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LSM1A	AT1G19120	AT1G19120.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LSM1B	AT3G14080	AT3G14080.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LSM1B	AT3G14080	AT3G14080.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LSM3A	AT1G21190	AT1G21190.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LSM3B	AT1G76860	AT1G76860.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LSM6A	AT3G59810	AT3G59810.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
LSMT-L	AT1G14030	AT1G14030.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LSU1	AT3G49580	AT3G49580.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LSU1	AT3G49580	AT3G49580.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LSU2	AT5G24660	AT5G24660.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LSU3	AT3G49570	AT3G49570.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LTA2	AT3G25860	AT3G25860.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LTA3	AT3G52200	AT3G52200.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LTA3	AT3G52200	AT3G52200.2	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LTO1	AT4G35760	AT4G35760.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LTP6	AT3G08770	AT3G08770.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LTP6	AT3G08770	AT3G08770.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LUG	AT4G32551	AT4G32551.1	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LUG	AT4G32551	AT4G32551.2	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LUX	AT3G46640	AT3G46640.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LUX	AT3G46640	AT3G46640.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LUX	AT3G46640	AT3G46640.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LYK5	AT2G33580	AT2G33580.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LYM1	AT1G21880	AT1G21880.1	protein_coding	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
LYM1	AT1G21880	AT1G21880.2	protein_coding	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
LYSA1	AT3G14390	AT3G14390.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M3KE1	AT3G13530	AT3G13530.1	protein_coding	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	3
MAD1	AT5G49880	AT5G49880.1	protein_coding	1	3	0	2	0	0	0	2	3	0	0	0	1	2	0	0	1	0
MAF5	AT5G65080	AT5G65080.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MAF5	AT5G65080	AT5G65080.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
MAG2L	AT1G08400	AT1G08400.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAG5	AT5G47480	AT5G47480.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
MAK3	AT2G38130	AT2G38130.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MAK3	AT2G38130	AT2G38130.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MAKR5	AT5G52870	AT5G52870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAN6	AT5G01930	AT5G01930.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MAP1A	AT2G45240	AT2G45240.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MAP3KA	AT1G53570	AT1G53570.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3KA	AT1G53570	AT1G53570.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3KA	AT1G53570	AT1G53570.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3KA	AT1G53570	AT1G53570.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3KA	AT1G53570	AT1G53570.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP3KE2	AT3G07980	AT3G07980.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAP65-1	AT5G55230	AT5G55230.1	protein_coding	2	0	1	2	0	0	0	0	2	1	0	1	1	0	0	0	0	2
MAP65-1	AT5G55230	AT5G55230.2	protein_coding	2	0	1	2	0	0	0	0	2	1	0	1	1	0	0	0	0	2
MAP65-2	AT4G26760	AT4G26760.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MAP65-3	AT5G51600	AT5G51600.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MAP65-6	AT2G01910	AT2G01910.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP65-6	AT2G01910	AT2G01910.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP65-7	AT1G14690	AT1G14690.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
MAP65-7	AT1G14690	AT1G14690.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
MAP65-9	AT5G62250	AT5G62250.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MAP70.1	AT1G68060	AT1G68060.1	protein_coding	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0
MAP70.3	AT2G01750	AT2G01750.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP70.3	AT2G01750	AT2G01750.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP70.5	AT4G17220	AT4G17220.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAPKKK10	AT4G08470	AT4G08470.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MAPKKK16	AT4G26890	AT4G26890.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAPKKK21	AT4G36950	AT4G36950.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MAPKKK5	AT5G66850	AT5G66850.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
MAPKKK9	AT4G08480	AT4G08480.1	protein_coding	0	2	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0
MAPR4	AT4G14965	AT4G14965.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MARD1	AT3G63210	AT3G63210.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX2	AT2G42620	AT2G42620.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0
MBD1	AT4G22745	AT4G22745.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MBD11	AT3G15790	AT3G15790.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MBD2	AT5G35330	AT5G35330.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MBD2	AT5G35330	AT5G35330.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MBD2	AT5G35330	AT5G35330.3	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MBR2	AT4G34040	AT4G34040.1	protein_coding	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
MCCB	AT4G34030	AT4G34030.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MCD1	AT1G20830	AT1G20830.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MCM2	AT1G44900	AT1G44900.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MCM2	AT1G44900	AT1G44900.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MCM3	AT5G46280	AT5G46280.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MCM5	AT2G07690	AT2G07690.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MCM5	AT2G07690	AT2G07690.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MCM7	AT4G02060	AT4G02060.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	AT4G02060	AT4G02060.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MCM9	AT2G14050	AT2G14050.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MDH2	AT5G43330	AT5G43330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MDHAR	AT3G09940	AT3G09940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MDHAR	AT3G09940	AT3G09940.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MEB1	AT4G27860	AT4G27860.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEB1	AT4G27860	AT4G27860.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEBL	AT4G27870	AT4G27870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED10A	AT5G41910	AT5G41910.1	protein_coding	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
MED10B	AT1G26665	AT1G26665.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MED10B	AT1G26665	AT1G26665.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MED13	AT1G55325	AT1G55325.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED14	AT3G04740	AT3G04740.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
MED15A	AT1G15780	AT1G15780.1	protein_coding	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
MED15B	AT1G15770	AT1G15770.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED16	AT4G04920	AT4G04920.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED16	AT4G04920	AT4G04920.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED17	AT5G20170	AT5G20170.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MED18	AT2G22370	AT2G22370.1	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	1
MED19A	AT5G12230	AT5G12230.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
MED19B	AT5G19480	AT5G19480.1	protein_coding	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0
MED19B	AT5G19480	AT5G19480.2	protein_coding	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
MED25	AT1G25540	AT1G25540.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MED25	AT1G25540	AT1G25540.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MED26A	AT3G10820	AT3G10820.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MED26A	AT3G10820	AT3G10820.2	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MED27	AT3G09180	AT3G09180.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MED30	AT5G63480	AT5G63480.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MED31	AT5G19910	AT5G19910.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED31	AT5G19910	AT5G19910.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED33A	AT3G23590	AT3G23590.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MED36B	AT5G52470	AT5G52470.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED36B	AT5G52470	AT5G52470.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED37C	AT3G12580	AT3G12580.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED37D	AT5G02490	AT5G02490.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MED37E	AT5G02500	AT5G02500.1	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
MED37E	AT5G02500	AT5G02500.2	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
MED4	AT5G02850	AT5G02850.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED8	AT2G03070	AT2G03070.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MEE12	AT2G02955	AT2G02955.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
MEE14	AT2G15890	AT2G15890.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEE14	AT2G15890	AT2G15890.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEE15	AT2G16970	AT2G16970.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
MEE18	AT2G34090	AT2G34090.1	protein_coding	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
MEE18	AT2G34090	AT2G34090.2	protein_coding	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
MEE18	AT2G34090	AT2G34090.3	protein_coding	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
MEE22	AT2G34780	AT2G34780.1	protein_coding	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
MEE22	AT2G34780	AT2G34780.2	protein_coding	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1
MEE23	AT2G34790	AT2G34790.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MEE25	AT2G34850	AT2G34850.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEE29	AT2G35340	AT2G35340.1	protein_coding	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0
MEE44	AT4G00060	AT4G00060.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MEE49	AT4G01560	AT4G01560.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEE5	AT1G06220	AT1G06220.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEE5	AT1G06220	AT1G06220.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEE53	AT4G10560	AT4G10560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MEE55	AT4G13345	AT4G13345.1	protein_coding	1	0	1	6	0	0	0	6	1	1	0	1	0	0	0	0	0	0
MEE55	AT4G13345	AT4G13345.2	protein_coding	1	0	1	6	0	0	0	6	1	1	0	1	0	0	0	0	0	0
MEE56	AT4G13380	AT4G13380.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MEE59	AT4G37300	AT4G37300.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MEE63	AT1G02140	AT1G02140.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MEFG1	AT1G45332	AT1G45332.1	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MEI1	AT1G77320	AT1G77320.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MEI1	AT1G77320	AT1G77320.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MEMB12	AT5G50440	AT5G50440.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MES1	AT2G23620	AT2G23620.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MES15	AT1G69240	AT1G69240.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MES2	AT2G23600	AT2G23600.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MES3	AT2G23610	AT2G23610.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
